pc_time,packet_type,esp_millis,steer,throttle,brake,mode_id,fault_flag,status_text,raw_line
2026-04-23 16:35:26.559,STATUS,71310,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-41","STATUS,71310,WIFI_ALIVE,IP=10.198.115.147,RSSI=-41"
2026-04-23 16:35:31.560,STATUS,76311,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-46","STATUS,76311,WIFI_ALIVE,IP=10.198.115.147,RSSI=-46"
2026-04-23 16:35:36.593,STATUS,81312,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-43","STATUS,81312,WIFI_ALIVE,IP=10.198.115.147,RSSI=-43"
2026-04-23 16:35:41.561,STATUS,86313,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-46","STATUS,86313,WIFI_ALIVE,IP=10.198.115.147,RSSI=-46"
2026-04-23 16:35:46.573,STATUS,91314,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-45","STATUS,91314,WIFI_ALIVE,IP=10.198.115.147,RSSI=-45"
2026-04-23 16:35:51.565,STATUS,96315,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-47","STATUS,96315,WIFI_ALIVE,IP=10.198.115.147,RSSI=-47"
2026-04-23 16:35:56.566,STATUS,101316,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-45","STATUS,101316,WIFI_ALIVE,IP=10.198.115.147,RSSI=-45"
2026-04-23 16:36:01.567,STATUS,106317,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-43","STATUS,106317,WIFI_ALIVE,IP=10.198.115.147,RSSI=-43"
2026-04-23 16:36:06.568,STATUS,111318,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-40","STATUS,111318,WIFI_ALIVE,IP=10.198.115.147,RSSI=-40"
2026-04-23 16:36:11.569,STATUS,116319,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-42","STATUS,116319,WIFI_ALIVE,IP=10.198.115.147,RSSI=-42"
2026-04-23 16:36:16.571,STATUS,121320,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-44","STATUS,121320,WIFI_ALIVE,IP=10.198.115.147,RSSI=-44"
2026-04-23 16:36:21.571,STATUS,126321,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-41","STATUS,126321,WIFI_ALIVE,IP=10.198.115.147,RSSI=-41"
2026-04-23 16:36:26.574,STATUS,131322,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-41","STATUS,131322,WIFI_ALIVE,IP=10.198.115.147,RSSI=-41"
2026-04-23 16:36:31.572,STATUS,136323,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-42","STATUS,136323,WIFI_ALIVE,IP=10.198.115.147,RSSI=-42"
2026-04-23 16:36:36.573,STATUS,141324,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-45","STATUS,141324,WIFI_ALIVE,IP=10.198.115.147,RSSI=-45"
2026-04-23 16:36:41.575,STATUS,146325,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-40","STATUS,146325,WIFI_ALIVE,IP=10.198.115.147,RSSI=-40"
2026-04-23 16:36:46.576,STATUS,151326,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-41","STATUS,151326,WIFI_ALIVE,IP=10.198.115.147,RSSI=-41"
2026-04-23 16:36:51.578,STATUS,156327,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-40","STATUS,156327,WIFI_ALIVE,IP=10.198.115.147,RSSI=-40"
2026-04-23 16:36:56.580,STATUS,161328,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-40","STATUS,161328,WIFI_ALIVE,IP=10.198.115.147,RSSI=-40"
2026-04-23 16:37:01.584,STATUS,166329,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-39","STATUS,166329,WIFI_ALIVE,IP=10.198.115.147,RSSI=-39"
2026-04-23 16:37:06.582,STATUS,171330,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-39","STATUS,171330,WIFI_ALIVE,IP=10.198.115.147,RSSI=-39"
2026-04-23 16:37:11.583,STATUS,176331,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-38","STATUS,176331,WIFI_ALIVE,IP=10.198.115.147,RSSI=-38"
2026-04-23 16:37:16.585,STATUS,181332,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-40","STATUS,181332,WIFI_ALIVE,IP=10.198.115.147,RSSI=-40"
2026-04-23 16:37:21.585,STATUS,186333,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-39","STATUS,186333,WIFI_ALIVE,IP=10.198.115.147,RSSI=-39"
2026-04-23 16:37:26.586,STATUS,191334,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-39","STATUS,191334,WIFI_ALIVE,IP=10.198.115.147,RSSI=-39"
2026-04-23 16:37:31.586,STATUS,196335,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-40","STATUS,196335,WIFI_ALIVE,IP=10.198.115.147,RSSI=-40"
2026-04-23 16:37:36.589,STATUS,201336,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-40","STATUS,201336,WIFI_ALIVE,IP=10.198.115.147,RSSI=-40"
2026-04-23 16:37:41.590,STATUS,206337,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-42","STATUS,206337,WIFI_ALIVE,IP=10.198.115.147,RSSI=-42"
2026-04-23 16:37:46.593,STATUS,211338,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-46","STATUS,211338,WIFI_ALIVE,IP=10.198.115.147,RSSI=-46"
2026-04-23 16:37:51.594,STATUS,216339,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-41","STATUS,216339,WIFI_ALIVE,IP=10.198.115.147,RSSI=-41"
2026-04-23 16:37:56.594,STATUS,221340,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-46","STATUS,221340,WIFI_ALIVE,IP=10.198.115.147,RSSI=-46"
2026-04-23 16:38:01.594,STATUS,226341,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-48","STATUS,226341,WIFI_ALIVE,IP=10.198.115.147,RSSI=-48"
2026-04-23 16:38:06.599,STATUS,231342,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-48","STATUS,231342,WIFI_ALIVE,IP=10.198.115.147,RSSI=-48"
